companyName,jobName,location,requirement,salary,timePost,website,jobType
ASUS Computer International,Database Administrator II,"Fremont, CA 94538","Database Administrator is responsible for designing, testing, planning, implementing, protecting, operating, managing and maintaining our company's databases. The goal is to keep the database up and running smoothly 24/7 and cooperate with AP team to optimize T-SQL code. Responsibilities Database Management: Monitor database performance, conduct regular performance tuning, and optimize queries for maximum efficiency. Install, configure, and upgrade database software and related tools. Develop and implement database backup and recovery strategies to ensure data reliability and minimize downtime. Perform routine maintenance tasks, such as database backups, index rebuilding, and statistics gathering. Manage and optimize databases to ensure the availability and reliability. Apply any coding recommendations and optimizations. Data Security and Compliance: Develop and implement data security policies, procedures, and best practices to protect sensitive information. Performance Optimization and Troubleshooting: Identify and resolve database performance issues, such as slow queries, inefficient indexing, or resource contention. Conduct database capacity planning to anticipate future storage and performance needs. Implement and maintain database monitoring tools to proactively identify and resolve issues. Documentation and Reporting: Create and maintain comprehensive documentation of database systems, including schema, configurations, and standard operating procedures. Generate regular reports on database performance, usage, and security compliance for management and stakeholders. Skills Database Management Skills: Database design and modeling Database installation, configuration, and maintenance Data backup and recovery Performance tuning and monitoring Security management Database migration and upgrades SQL Programming Skills: Proficiency in SQL, including query, update, insert, and delete operations. Writing stored procedures and triggers Database query performance optimization Database Management System (DBMS) Knowledge: Familiarity with popular DBMS like Oracle, MySQL, SQL Server etc. Understanding of the features and differences among various DBMS Operating System and Networking Knowledge: Understanding the fundamentals of operating systems (e.g., Linux, Windows) Knowledge of network configuration and security Problem-Solving and Troubleshooting Skills: analyzing and resolving database issues Quickly identifying and rectifying failures Self-Learning and Continuous Knowledge Update: Database technology is constantly evolving, so DBAs need to continuously learn and update their knowledge. Qualification Two or more years of experience as a Data Base Administrator Bachelor’s degree (or equivalent) in computer science or related field Strong knowledge of database management systems, such as Microsoft SQL Server and MySQL. Professional certification, MCSE/MCSA certifications $75,000 - $90,000 annually is the estimated pay range for this role working in Fremont, California office. It does not include bonuses, medical, dental, vision, life insurance, AD&D insurance, Paid Time Off, EAP, & 401(k). The final amount will be determined based on qualifications & experience of the candidate relative to the role. ASUS is an equal employment opportunity employer. The Company makes employment decisions without regard to race, color, religion, sex, gender, pregnancy/ breastfeeding, medical conditions related to pregnancy or childbirth, sexual orientation, age, national origin or ancestry, physical or mental disability, medical condition, genetic information, military and veteran status, marital status, as well as any other characteristic protected by law, regulation or local ordinance, and strives to comply with all applicable laws on the subject. These employment decisions extend to hiring, placement, promotion, transfer, demotion, layoff, termination, recruitment, pay and other forms of compensation, training and other terms and conditions of employment.",Competitive,14-01-2024,Indeed,Database Administrator
Intone Networks,Database Administrator (Versant),Remote,,Competitive,14-01-2024,Indeed,Database Administrator
AAA Minneapolis,Database Administrator,"Saint Louis Park, MN 55416 (Wolfe Park area)",,Competitive,14-01-2024,Indeed,Database Administrator
Triwave Solutions,Database Administrator (Sr),"Aurora, CO",,Competitive,14-01-2024,Indeed,Database Administrator
CampusWorks,Database Administrator,Remote,,Competitive,14-01-2024,Indeed,Database Administrator
Visionet Systems,Database Administrator,"Tampa, FL",,Competitive,14-01-2024,Indeed,Database Administrator
HarbourVest Partners,Senior Database Administrator,"Hybrid remote in Boston, MA",,Competitive,14-01-2024,Indeed,Database Administrator
Grand Canyon Education,Database Developer,"Phoenix, AZ","Come Grow With Us Grand Canyon Education (GCE) is a rapidly growing educational service company that has long been an industry leader in providing educational, operational and technological support services to the post-secondary education sector. Formerly part of Grand Canyon University (GCU), GCE still works closely with GCU to benefit thousands of students, families and the local inner-city community. We put people first, drive innovation, and do good in the community that we live and work in. What you will do: Work with the infrastructure DBA to ensure the performance, availability, and security of the database. Writes and understands Microsoft SQL. Writing SQL statements, stored procedures and views using industry best practices for security and efficiency. Provides expert level support for reporting needs. Provides user support associated with development activities. Responsible for troubleshooting and problem solving of SQL development. Assists infrastructure DBA with routine performance and availability testing on database servers to ensure scalability, resiliency, and capacity of all applications. Provides expert level database administration support to 3rd party vendors, developers and others as needed. Works with implementation team to build, customize and roll out new solutions to organization and with consultants to design and build database structure specific to business needs. Remains competent and current through self directed professional reading and researching available tools and products, developing professional contacts with colleagues, attending professional development courses, and attending training and/or courses as assigned by the Senior Database Analyst. Contributes to the overall success of the IT Department by performing other duties and responsibilities as assigned. What you will have: Advanced knowledge of SQL databases and replica-sets gained through running critical systems. Thorough understanding of Profiling, Performance Tuning and Optimization, using native monitoring and troubleshooting tools to resolve database problems. In-depth knowledge of SQL Server Database Administration including clustering. Strong proficiency of T-SQL coding, PowerShell coding and stored procedures. Exceptional knowledge of SQL Monitoring tool – IDERA. Implementation knowledge and ability with SQL Mirroring and log shipping. Knowledge of indexes, index management and statistics. Knowledge of MS SQL 2000/2005/2008 RDBMS on large systems helpful. Workable knowledge and familiarity with storage, hardware and network components used in database clustering. Knowledge of disaster recovery procedures. Highly analytical and an excellent problem solver with the ability to handle and prioritize multiple projects simultaneously with competing demands in an effective and productive manner, with a systematic approach to identifying issues. Methodical and accurate while delivering to deadlines. Good performance turning and troubleshooting skills critical.. Knowledge of SQL 2012 – Always On to implement HA and DR solutions. Self motivated and self sufficient with ability to work under minimal supervision. Good communications skills with a good command of the English language. Good interpersonal and customer service attitude with the ability to maintain effective working relationships with all stakeholders; a good team player with the willingness to assist the team whenever necessary. Willingness to work evenings, weekends, holidays as required to provide support and maintenance for systems, and to ensure 24/7 support and troubleshooting of business-critical database servers. Knowledge of developing database objects for web and desktop applications. Must be willing to work “on call” regularly. Must be able to pass background investigations. Education and/or Experience: Bachelor’s degree in Computer Science, Information Systems or other related technical discipline acquired through a regionally accredited institution. Minimum of three years’ related experience in working with databases preferably in a high-availability production environment; experience in higher education with online services preferred, including: Working knowledge of MS SQL Server databases’ installs BI/Data warehousing experience on Microsoft tools is helpful. Experience with Transactional SQL (T-SQL) and SSIS Packages. Practical experience in managing the internal and external and MS SQL database security, maintenance plans and disaster recovery. Why work at GCE: Exceptional workplace benefits include medical, dental, vision, life and disability insurance, flexible spending accounts, a 401K savings plan Generous time off plan and 11 paid holidays Paid time off to volunteer in the community or at GCU sponsored events We also offer full-time employees, their spouses and dependent children an Education Tuition Discount Program",Competitive,14-01-2024,Indeed,Database Administrator
Tek Ninjas,Database Administrator,"Carrollton, TX 75007","Company: TEK NINJAS SOLUTIONS, LLC Location: 4425 Plano Pkwy, Ste#1402, Carrollton, TX 75010 Email: hr@tekninjas.com Position: DATABASE ADMINISTRATOR Education: BS in Computer Science/ electronics & communications or closely related field. Exp: BS+2yrs in Database Administrator & other IT positions such as salesforce administrator/ Software/computer programmer/and other IT positions are acceptable. Design/build new databases, ensure the organizational databases are secure and prevent data loss and operating databases efficiently without error;test, update&maintain databases structures when required;identify user needs&administer overall databases. Required to work with salesforce, Apex, Appbuilder&related tech. Willing to travel/relocate to various client sites throughout the USA.",Competitive,14-01-2024,Indeed,Database Administrator
Chess.com,Database Administrator (DBA),Remote,,Competitive,14-01-2024,Indeed,Database Administrator
"FORT WAYNE METALS RESEARCH PRODUCTS, LLC",Database Administrator *remote flexibility*,"Remote in Fort Wayne, IN 46809",,Competitive,14-01-2024,Indeed,Database Administrator
Asiacom Americas,Database Administrator,"Sterling, VA 20166","• Participate in database design, generation, coding, and production support • Provide administration support for production systems and provide DBA services to application development teams, as well as DBA support with a high degree of customer service, technical expertise, and timeliness • Monitor and optimize performance of the database, plan for backup and recovery, and allocate system storage and plan future storage needs • Work with technical, applications and operational staff to ensure database integrity and security • Ensure availability and reliability of multiple databases to meet the requirements of enterprise operation • Research, evaluate, design, test, recommend, and plan implementation of new or improved RDBMS, ETL and database tools Requirements: Bachelor’s Degree in Information Technology, Computer Science, Electrical and Telecommunications Engineering or related. Job ID#: DA1114, Opening Positions: 2 To apply, mail CV with Job ID#: DA1114 to Ying Ding, 21400 Ridgetop Circle, Suite 180, Sterling, VA 20166",Competitive,14-01-2024,Indeed,Database Administrator
Pioneer Consulting Services,Sr. Database Administrator,"West Des Moines, IA 50266",,Competitive,14-01-2024,Indeed,Database Administrator
Triwave Solutions,Database Administrator (Sr),"Aurora, CO",,Competitive,14-01-2024,Indeed,Database Administrator
Chess.com,Database Administrator (DBA),Remote,"REMOTE Engineering Engineering About Us Chess.com is one of the largest gaming sites in the world and the #1 platform for playing, learning, and enjoying chess. We are a team of 600+ fully remote people in 60+ countries working hard to serve the global chess community. We are here to support 100M+ chess players worldwide with the best possible product, content, and tools to serve the community! We are a tech company. A gaming company. A content company. And we do it all with passion and commitment to the game. Above all we prize our mission-driven, flat, life-celebrating, no-corporate culture, and we look forward to meeting you and learning more about what you can bring to the team. About You You are passionate about building and managing databases. You are an expert in MySQL and are deep into both hardware and app / schema layer. You are humble with a sense of humor and eager to be a part of a like minded team of people. You have been working in or dreamed of working in the gaming industry and are ready to turn your talents towards chess! What You’ll Do You’ll be proactive in improving our user experience and system health You are willing and able to participate in our on-call schedule You will help us to reinvent how people experience chess around the world You will take part in building a multi regional resilient system capable of handling millions of games each day along with tons of additional services. You will have the opportunity to solve interesting challenges like storing chess games, puzzle attempts, and a 100M+ member social network You will help us maintain stability and performance as we blend our existing bare-metal datacenter hosted with GCP for microservices and scaling Preferred Skills Strong understanding of MySQL(Percona), Redis, Linux, hardware, haproxy, Experience with data layer technologies (RDBMS/SQL, NOSQL/key-value, Graph, etc) Experience with monitoring & visualization (datadog, PMM, etc) Detailed understanding of http and related technologies Knowledge of configuration management system Server-side automation scripting Strong knowledge of UNIX based OS fundamentals Security knowledge and risk assessment ability Strong collaboration and communication skills working in a fully distributed team Sense of ownership and responsibility Lifelong learner About the Opportunity This is a full-time or contract position We are 100% remote (work from anywhere!) This is open to applicants in time zones within GMT -3 and GMT -7 Links You can learn more about us here: https://www.chess.com/blog/erik/how-chess-com-s-100-person-virtual-team-works-together https://www.chess.com/about We look forward to meeting you!",Competitive,14-01-2024,Indeed,Database Administrator
AAA Minneapolis,Database Administrator,"Saint Louis Park, MN 55416 (Wolfe Park area)","Applicants must reside in one of the following states to be considered: MN, NY, OH, MO, PA, SC. AAA Minneapolis is a part of one of the largest membership organizations in the country, and offers so much more than our legendary roadside service. We are a not-for-profit organization that serves Hennepin County and is made up of local Minnesotans who love our community as much as you do. Our products and services span some of the top industries, including travel, financial services, insurance, technology, traffic safety and, of course, automotive. This gives our employees the rare opportunity to be exposed to a variety of fields along with the ability to advance. AAA offers a flexible, supportive, collaborative work environment that prioritizes a healthy work-life balance and is inclusive of diverse backgrounds, beliefs and experiences. SUMMARY: The Database Administrator is responsible for managing, collecting, and analyzing proprietary AAA Minneapolis company data and third-party data. The person in this role will have a unique opportunity to be part of the organization's new data and business intelligence capability, optimize our data warehouse, develop processes, and implement best practices. The Database Administrator will play a crucial role in helping the organization use data to gain consumer insights, identify and track KPIs, reach new customers, understand trends, predict behavior, build marketing plans, and prioritize objectives and strategies. DUTIES AND RESPONSIBILITIES: Data Collection Prepare data feeds for assigned departments and data sources Partner with company SMEs and partners to ensure data quality Identify opportunities to automate data feeds Document processes for data collection Identify new opportunities for data collection Data Management Collect, compile and organize company data warehouse Utilize programs like SQL, Excel, or custom software to manage data Ensure data quality and integrity Maintain a functional understanding of departmental and company data Identify and prioritize data management projects Use best practices for data protection, security, and protocols Data Analysis Investigate data to find patterns and trends Analyze data to assist management with decision-making Utilize various sources for data analyses Data Communication Manages dashboards, reports, and data visualizations Automate and deploy data reports Shares insights and analyses with key stakeholders QUALIFICATIONS: 5+ years experience with data management and analysis A. or B.S. in data analytics, mathematics, or statistics (preferred) Professional certification in data analytics (preferred) Advanced knowledge of SQL and Excel Proficient use of Microsoft ETL tools and reporting tools, SSIS and Power BI Advanced knowledge of Tableau, Google Data Studio, and other data visualization tools Experience with digital marketing tools like Google Analytics or Adobe Analytics Understanding of marketing analytics, including segmentation and personalization Experience managing data from multiple sources Experience working with cross-functional project teams Experience with new or start-up data initiatives, projects, or teams (preferred) Self-starter and problem solver with the ability to work independently Excellent attention to detail",Competitive,14-01-2024,Indeed,Database Administrator
SogoTrade,Jr. Database Developer/Administrator,United States,"HAVE YOU GOT WHAT IT TAKES? We Are Looking For Talented Individuals! If you’re interested in any of the positions, please contact hr@sogotrade.com. WORKING FOR SOGOTRADE Working for SogoTrade, Inc. means working at a leading firm in the exciting online brokerage industry and joining a dedicated group of talented professionals. WE VALUE OUR TEAM At SogoTrade, our associates are important and valuable to us. Nothing is more important than developing the skills and growing the careers of our associates. OUR COMMITMENT SogoTrade’s commitment to career development means we search internally first and create different career paths so that as SogoTrade, Inc. grows, so will our associates. Jr. Database Developer/Administrator Position Summary: Perform diagnostic, testing, and troubleshooting of software and database issues. Plan and perform database configuration, maintenance, upgrade, and patching. Job Responsibilities: Install and maintain the performance of database servers. Develop processes for optimizing database. Set and maintain database standards. Manage database access. Performance tuning of database systems. Install, upgrade, and manage database applications. Diagnose and troubleshoot database errors. Create automation for repeating database tasks. Be available for on-call support as needed. Design stable, reliable and effective databases Optimize and maintain legacy systems. Modify databases according to requests and perform tests. Liaise with developers to improve applications and establish best practices. Gather user requirements and identify new features. Provide data management support to users. Ensure all database programs meet company and performance requirements. Research and suggest new database products, services, and protocols. Extract data from primary and secondary sources. Preparing reports for the management, business, and compliance team. Develop, maintain and support FINRA CAT/CAIS system. Provide intraday support for trading system. Monitor, maintain and develop routinely tasks. Backup key developers during their off hours Experience & Skills: 3+ years of experience as a database administrator and/or developer. 1+ years of experience in MS SQL Server production support, Stored Procedures, RDBMS. 1+ years technical experience with SQL Server 1+ years technical experience with ETL tools such as DTS or SSIS (SSIS Preferred). Experience with index tuning and query optimization. Experience with using source control systems such as VSS, CVS or TFS Ability to multi-task and to work in a team environment. Excellent problem-solving skills. Excellent verbal and written communication skills. Precise attention to detail, and manage time efficiently. Ability to troubleshoot as problems occur. Education: Bachelor’s degree in MIS, computer science, computer engineer, or related field, or equivalent combination of education and experience required.",Competitive,14-01-2024,Indeed,Database Administrator
PACCAR,Database Administrator,"Kirkland, WA 98033 (Highlands area)","Company Information PACCAR is a Fortune 500 company established in 1905. PACCAR Inc is recognized as a global leader in the commercial vehicle, financial, and customer service fields with internationally recognized brands such as Kenworth, Peterbilt, and DAF trucks. PACCAR is a global technology leader in the design, manufacture and customer support of high-quality light-, medium-, and heavy-duty trucks under the Kenworth, Peterbilt and DAF nameplates. PACCAR also designs and manufactures advanced diesel engines, provides financial services and information technology, and distributes truck parts related to its principal business. Kenworth Truck Company Kenworth Truck Company, founded in 1923, is the manufacturer of The World’s Best® heavy and medium duty trucks. With an excellent heritage of quality, innovation and technology, Kenworth has played an essential role in the development of trucks that are more fuel efficient, productive, and economical to operate. Today, Kenworth is leading transportation innovation with the introduction of battery-electric vehicles, exploration of fuel cell electric powertrains, and autonomous driving systems. Kenworth is committed to fostering an environment of diversity, equality and inclusivity in the workplace. Job Functions / Responsibilities PACCAR is seeking a Database Administrator 3 to manage and maintain the company databases of simple to high complexity. This position will help optimize database configuration and access, resolve database performance and capacity issues, and perform database recovery and back-ups. Database development and SSIS package creation and maintenance will be required. Manage SSIS Package/Job schedules and troubleshooting Manage Backups and Restores Build and Manage Databases/Instances Manage Instance and Database Security Performance tuning Maintain Test, Cert and Production Environments Comply with the change control process Maintain Patching Compliance Maintain Audit Compliance Manage Reporting Services (SSRS) Manage Power BI SQL Design and Development Consulting Create and maintain detailed standard work/procedure documents Provide technical support and guidance to end users Complete daily operating system health checks Support scheduled after-hours maintenance Ability to be on call for 24/7 support Skills Required 2 – 5 Years’ experience administering SQL Server databases/instances In-depth knowledge of installing, troubleshooting, and administering SQL Server 2014+ Proven experience with SQL Server Reporting Services (SSRS) Proven experience with SQL Server Integration Services (SSIS) Proven experience with Power BI Server Strong documentation, organizational, and administration skills Strong oral and written communication skills Experience with Windows Server considered a plus Experience with SharePoint considered a plus Experience with visualization software considered a plus (Tableau, Power BI, etc…) Experience with AWS, S3, Redshift, Aurora, Azure considered a plus Experience with data warehousing considered a plus Experience with Agile methodology Education/Training Bachelor's degree in Information Technology or related field required. MCSE or related SQL certification preferred. Why work for PACCAR/Kenworth? Global Fortune 500 Company with a wide array of growth and development opportunities Work alongside experienced goal-oriented colleagues recognized as experts in their fields Support and/or design the commercial vehicles of the future with a focus on emerging technologies such as electric and autonomous trucks As a U.S. PACCAR employee, you have a full range of benefit options including: 401k with up to a 5% company match Fully funded pension plan that provides monthly benefits after retirement Comprehensive paid time off – minimum of 10 paid vacation days (additional days are provided with additional seniority/years of service), 12 paid holidays, and sick time Tuition reimbursement for continued education Medical, dental, and vision plans for you and your family Flexible spending accounts (FSA) and health savings account (HSA) Paid short-and long-term disability programs Life and accidental death and dismemberment insurance EAP services include wellness plans, estate planning, financial counseling and more Additional Job Board Information At PACCAR, we value talent and promote growth and development. We carefully consider numerous compensation factors including your education, training, or experience. The salary range for Database Administrator is $93,00-$145,500 annually. This position is also eligible for a holiday gift. Additionally, this role is eligible for the full range of benefit options listed above. PACCAR promotes equal employment opportunities by implementing policies and practices that ensure employees and applicants are not discriminated against because of their race, color, religious creed, national origin, ancestry, sex, gender, gender identity or expression, sexual orientation, age, mental or physical disability, medical condition, genetic information, military or veteran status or other legally protected status. This applies to recruitment, selection, placement, promotion, termination, rates of pay, and other conditions of employment.",Competitive,14-01-2024,Indeed,Database Administrator
iSpeech,Database Administrator - DBA,"Newark, NJ",Cleaning and managing large sets of data Automating reporting Data modeling Optimizing data structures Maintaining MySQL including replication Maintaining Cassandra Cluster Please contact jobs@ispeech.org for more details about this position,Competitive,14-01-2024,Indeed,Database Administrator
"Resource Management Concepts, Inc.",Database Administrator,"Philadelphia, PA",,Competitive,14-01-2024,Indeed,Database Administrator
Mercy,Clinical Systems Engineer /Database Administrator TJC / CMMS (Remote),"Remote in Chesterfield, MO 63017",,Competitive,14-01-2024,Indeed,Database Administrator
University of Alabama at Birmingham,DATABASE ADMINISTRATOR II-ENT,"Birmingham, AL","Description FOR USE BY IT AND HSIS ONLY: The University of Alabama at Birmingham (UAB) seeks a DATABASE ADMINISTRATOR II-ENT to participate in the design, creation, and maintenance of computerized databases. To handle quality control and auditing of databases to ensure accurate and appropriate use of data. To work with management to develop database strategies to support enterprise needs. To consult with and advise users on access to various databases. To work directly with users to resolve data conflicts and inappropriate data usage. To direct the maintenance and use of corporate data dictionary. This position will commit to fostering an environment of heightened security following Information Technology Security Policies and participating in security training, such as Health Insurance Portability & Accountability Act (HIPAA) and Family Education Rights and Privacy Act (FERPA), on an annual basis. Responsibilities for this position: Support and maintain Oracle relational database management systems and related applications on Windows and Linux OS. This includes: installing, configuring, patching systems, securing database files and data within the database, backup and restore, having systems audited for vulnerabilities and applying permissions directly to the database. Use critical thinking to plan, work and troubleshoot Oracle relational database management systems and applications. Exercise the use of judgement and decision making to support these systems. (Annual Salary: $73,945 - $120,165) Qualifications Bachelor's degree in Information Systems or a related field and four (4) years of related experience required. Work experience may NOT substitute for education requirement. Preferred Skills: Oracle 19c or newer RHEL 7 or OEL 7 or newer EBusiness and/or Oracle Access Manager Oracle Wallet Certificate management Familiar with Toad, MobaXTerm, Azure DevOps, Networking Primary Location : University Job Category : Information Technology Organization : 191401000 Enterprise Applications Employee Status : Regular Shift : Day/1st Shift Work Arrangement (final schedule to be determined by the department/hiring manager) : Hybrid Eligible",Competitive,14-01-2024,Indeed,Database Administrator
ImageTrend LLC,Database Administrator - Telecommute Available,Remote in Minnesota,"Description: About Us: ImageTrend, Inc. is dedicated to connecting life’s most important data in the healthcare and emergency response community. We deliver software solutions, data analytics, and services for EMS, hospitals, community paramedicine (CP), critical care, fire, and preparedness to enable fully integrated patient-centric healthcare and public safety. Our commitment to innovation, its clients, and providing world-class implementation and support is unsurpassed. Based in Lakeville, Minn., ImageTrend combines business analysis, creative design, and data-driven architecture to offer scalable solutions and strategies for today and the future. Employment at ImageTrend is not just about doing a job; it's about being a part of a community. We are top-notch talent, passionate about making a difference through the work we do together! Under the direction of the IT Manager, the Database Administrator is responsible for managing and maintaining ImageTrend’s product databases. Configures install and patches on SQL instances Monitors and troubleshoots issues with deployed SQL agent jobs Ensures security standards for database access are upheld Deploys and maintains database scripts to maintain consistency across all servers Responds to user data and performance requests Responds to database issue and outages in production and dev Works with dev on problematic queries Ensures data integrity Available outside of business hours critical responses following the first 6 months on the job and upon supervisor request Requirements: Bachelor’s degree in Information Technology or related field SQL 2016-2019 Database experience Experience with HA/DR configurations and strategies Experience managing large databases Technical knowledge and competencies including and not limited to Windows server environments, Azure cloud services, and proven commitment to learning new technologies Strong analytical and critical thinking skills Strong communication and interpersonal team skills Organizational skills with an appreciation of critical timelines Preferred Position Qualifications Knowledge of AWS/RDS instances Azure certification Knowledge of SSIS, SSAS Experience with NoSQL database technologies Knowledge of cloud native reporting technologies Experience with on-prem to cloud transition. Change management skills preferred What we have to offer: This position is available for remote work nationwide or at our office located in Lakeville, MN Outstanding compensation package Medical, dental, vision, and life insurance 401(k) matching Paid Time Off In office and remote work environments available Perks in the office such as snacks, tap beer, and ping-pong The ability to do meaningful, challenging work on a fun and collaborative team For applicants that reside in the following states, California, Colorado, Connecticut, Nevada, New York, Rhode Island, or Washington Residents, please contact careers@imagetrend.com for salary range information. At ImageTrend, we celebrate diversity and strive to ensure a workplace where everyone feels a sense of inclusion. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, age, or status as a protected veteran. If you are unable to submit your application because of incompatible assistive technology or a disability, please contact us at careers@imagetrend.com, and ImageTrend will reasonably accommodate qualified individuals with disabilities to the extent required by applicable law.",Competitive,14-01-2024,Indeed,Database Administrator
HarbourVest Partners,Senior Database Administrator,"Hybrid remote in Boston, MA","Job Description Summary For over forty years, HarbourVest has been home to a committed team of professionals with an entrepreneurial spirit and a desire to deliver impactful solutions to our clients and investing partners. As our global firm grows, we continue to add individuals who seek a collaborative, open-door culture that values diversity and innovative thinking. In our collegial environment that’s marked by low turnover and high energy, you’ll be inspired to grow and thrive. Here, you will be encouraged to build on your strengths and acquire new skills and experiences. We are committed to fostering an environment of inclusion that promotes mutual respect among all employees. Understanding and valuing these differences optimizes the potential of both the individual and the firm. HarbourVest is an equal opportunity employer. This position will be a hybrid work arrangement, which translates to 2-3 days minimum per week in the office. The Senior Database Administrator is responsible for the administration of SQL Servers for a private equity firm with a growing footprint of important systems and data warehousing, both on-premises and in Azure. This includes but is not limited to planning, configuration, administration with an emphasis on security, backup and recovery, deployment, and documentation. Must possess vital skills to triage performance issues found in ETL and large-scale reporting workloads in a data warehouse, recommend solutions to these problems, and partner with engineering teams to deliver performance improving changes. The administrator must be able to act as a leader with vision around SQL Server able provide knowledge and mentorship around new features and capabilities of SQL Server and its closely related Platform as a Service offerings including Azure SQL Database and Managed Instance. The Senior Database Administrator is encouraged to work autonomously with a firm grasp of the role. This person will mentor and lead a small team of DBAs with varying skills and experience. The ideal candidate is someone who has: Considerable experience with architecting SQL Server on VMWare, including knowledge of standard processes and common pitfalls for performance Knowledge of high availability architecture including AlwaysOn Availability Groups, Windows Server Failover Cluster Solid understanding of backup and recovery techniques in SQL Server, ability to gather meaningful RPO (Recovery Point Objective) and RTO (Recover Time Objective) requirements from non-database professionals, and ability to implement backup/recovery solutions based on said requirements Ability to perform in-depth performance tuning and analysis of SQL Server on VMware and in PaaS offerings such as Managed Instance and Azure SQL Database. This requires a solid understanding of SQL Server internals including query plans and their operators, query optimizer behavior, and techniques for encouraging optimal query plan generation Ability to use third party tools such as Solarwinds Orion and SentryOne to identify bottlenecks in performance and recommend solutions. Additionally, DBA must understand SQL Server wait types, how to gather and understand meaningful wait types (from noise) and potential solutions to alleviate these issues to promote scalability and performance Solid understanding of optimization through indexing, including clustered, non-clustered and column-store indexes Knowledge of data warehousing schema concepts such as star and snowflake, changing dimensions and loading fact tables, characteristics of OLTP vs OLAP style workloads Solid experience with Visual Studio and SSDT to use database projects to manage database code, Azure DevOps including repos and pipelines for deploying change Experience with SQL encryption technologies including SQL Server’s TDE (Transparent Data Encryption). Able to automate administration of databases using PowerShell Prior experience with compliance, audit and organizational change controls as relates to SOC1 What you will do: Design, configure, implement, and administer all databases for the respective parties involved Develop, implement, and supervise standards and procedures to ensure optimum performance, scalability and reliability Advise on storage and raid configurations, VMWare setup, optimization, performance tuning and Microsoft standard processes, as it relates to database performance Identify and resolve all issues related to database systems to ensure that systems are online and without service interruption Maintain and improve the database disaster recovery and backup plan Develop new and improve existing standards, processes and procedures, and guidelines for database environments Provide consistent SQL Server installations for Dev/QA/UAT/Prod including related components and version upgrades Monitor production, development and QA hardware utilization and make recommendations as needed to ensure systems are working optimally Adhere to company security policies and standards to provide database access to groups of users and administrators Automate maintenance tasks to gain operational efficiencies Be part of on-call rotation, including nights and weekends as needed Mentor other members of the team What you bring: Strong initiative and willingness to lead the general operating model for the DBA function Superb communication skills both written and verbal A positive approach to problem-solving and troubleshooting Education Preferred Bachelor of Science (B.S) or equivalent experience Experience 5-8 Years of DBA experience preferred #LI-Hybrid",Competitive,14-01-2024,Indeed,Database Administrator
QVine Corporation,Database Administrator,"Reston, VA","Develop and design all elements of the corporate database. Identify user requirements, set up computer databases, and test and coordinate modifications to the computer database systems. Work with software and determine ways to organize and store data. Ensure the performance of the system, understand the platform on which the database runs, and ads new users to the system. Plan and coordinate security measures –data integrity, backup systems, and database security. KNOWLEDGE, SKILLS, AND ABILITIES: Configure, manage and maintain the operation of complex relational databases across various operating systems. Baseline and forecast server performance data and tune server hardware and software configurations. Observe system functioning to verify correct operations and detect errors. Provide technical support in the evaluation of prime object names, data elements, and other objects. Install and configure database environments and associated storage systems. Manage, monitor and administer database system performance and schedule activities. Perform backups/restores, and archive data, perform optimization and tuning of data loads and extractions. Manage and plan server and storage capacity, perform server performance tuning, plan and test capacity requirements. Plan for transition of the development and/or production environment to new technology. Prepare evaluations of software or hardware, and recommend improvements or upgrades. Recommend and implement process and tool improvements to improve the efficiency and effectiveness of the organization's change management and configuration management processes and systems. Provide technical support in the evaluation of prime object names, data elements, and other objects. Review application requirements and design, develop and implement database changes Interpret data models and develop database structures, use standard diagramming techniques to design and develop computer data models, implement and troubleshoot programming changes and modifications. Possess knowledge of security requirements for databases, developing, documenting, and implementing backup and recovery procedures. Identify complex problems and review related information to develop and evaluate options and implement solutions, discover relationships among seemingly unrelated events. Possess knowledge of circuit boards, processors, chips, electronic equipment, and computer hardware and software, including applications and programming. Write computer programs for various purposes. Communicate effectively orally and in writing. Possess knowledge of backup or archival software such as Acronis Recovery Expert; Backup and archival software; Systems and data disaster recovery software such as VERITAS NetBackup. Possess knowledge of database management system software such as Microsoft SQL Server; Quest Central; Sybase Replication Server, Database models. Possess knowledge of development environment software such as C; Microsoft Visual Basic; Prolog; Restructured extended executor REXX. Possess knowledge of metadata management software such as AllFusion ERwin Data Modeler; Data modeling software such as IBM Rational Data Architect; Visual Paradigm DB Visual ARCHITECT. Object or component oriented development software such as Microsoft Visual C# .NET; Practical extraction and reporting language Perl; Sun Microsystems Java; Sybase PowerBuilder. QVine corporation is an Equal Opportunity Employer— M/R/D/V",Competitive,14-01-2024,Indeed,Database Administrator
